UNIQUE°,ID° ,NAME,INSCRIPTION,LONGITUDE,LATITUDE,HECTARES,CATEGORIE,PAYS,REGIONS
938,794,Dougga / Thugga,1997,9.2202800000,36.4236100000,70.0000,Cultural,Tunisie,États arabes
409,356,Zones historiques d'Istanbul,1985,28.9799300000,41.0084700000,678.0000,Cultural,Turquie,Europe et Amérique du nord
410,357,Parc national de Göreme et sites rupestres de Cappadoce,1985,34.8500000000,38.6666700000,9883.8100,Mixed,Turquie,Europe et Amérique du nord
411,358,Grande mosquée et hôpital de Divriği,1985,38.1218260000,39.3712710000,2016.0000,Cultural,Turquie,Europe et Amérique du nord
432,377,Hattousa : la capitale hittite,1986,34.6205600000,40.0138900000,268.4600,Cultural,Turquie,Europe et Amérique du nord
520,448,Nemrut Dağ,1987,38.7636900000,38.0366100000,11.0000,Cultural,Turquie,Europe et Amérique du nord
563,484,Xanthos-Letoon,1988,29.3202800000,36.3350000000,126.4000,Cultural,Turquie,Europe et Amérique du nord
564,485,Hierapolis-Pamukkale,1988,29.1233300000,37.9238900000,1077.0000,Mixed,Turquie,Europe et Amérique du nord
729,614,Ville de Safranbolu,1994,32.6897200000,41.2600000000,193.0000,Cultural,Turquie,Europe et Amérique du nord
1000,849,Site archéologique de Troie,1998,26.2390000000,39.9564400000,158.0000,Cultural,Turquie,Europe et Amérique du nord
2014,1018,Éphèse,2015,27.3594444444,37.9291666667,662.6200,Cultural,Turquie,Europe et Amérique du nord
1784,1366,Mosquée Selimiye et son ensemble social,2011,26.5594444444,41.6777777778,2.5000,Cultural,Turquie,Europe et Amérique du nord
1829,1405,Site néolithique de Çatal Höyük,2012,32.8280555556,37.6666666667,37.0000,Cultural,Turquie,Europe et Amérique du nord
1995,1452,Bursa et Cumalıkızık : la naissance de l’Empire ottoman,2014,29.0623361111,40.1847305556,27.4670,Cultural,Turquie,Europe et Amérique du nord
2001,1457,Pergame et son paysage culturel à multiples strates,2014,27.1800000000,39.1258333333,332.5000,Cultural,Turquie,Europe et Amérique du nord
2049,1488,Paysage culturel de la forteresse de Diyarbakır et des jardins de l’Hevsel,2015,40.2393083333,37.9031000000,521.2300,Cultural,Turquie,Europe et Amérique du nord
2110,1518,Site archéologique d’Ani,2016,43.5666666667,40.5000000000,250.7000,Cultural,Turquie,Europe et Amérique du nord
1038,886,Parc national historique et culturel de l’« Ancienne Merv »,1999,62.1775000000,37.7008300000,353.2400,Cultural,Turkménistan,Asie et pacifique
1376,1199,Kunya-Urgench,2005,59.0849400000,42.1831800000,0.0000,Cultural,Turkménistan,Asie et pacifique
1471,1242,Forteresses parthes de Nisa,2007,58.1986111111,37.9997222222,77.9050,Cultural,Turkménistan,Asie et pacifique
806,682,Forêt impénétrable de Bwindi,1994,29.6613888900,-1.0805555560,32092.0000,Natural,Ouganda,Afrique
808,684,Monts Rwenzori,1994,29.9241666700,0.2236111110,99600.0000,Natural,Ouganda,Afrique
1192,1022,Tombes des rois du Buganda à Kasubi,2001,32.5513888900,0.3486111110,26.8000,Cultural,Ouganda,Afrique
617,527,Kiev : cathédrale Sainte-Sophie et ensemble des bâtiments monastiques et laure de Kievo-Petchersk,1990,30.5168600000,50.4525800000,28.5200,Cultural,Ukraine,Europe et Amérique du nord
1632,865,Lviv – ensemble du centre historique,1998,24.0319800000,49.8416300000,120.0000,Cultural,Ukraine,Europe et Amérique du nord
1785,1330,Résidence des métropolites de Bucovine et de Dalmatie,2011,25.9247222222,48.2966666667,8.0000,Cultural,Ukraine,Europe et Amérique du nord
1895,1411,Cité antique de Chersonèse Taurique et sa chôra,2013,33.4913888889,44.6108333333,259.3752,Cultural,Ukraine,Europe et Amérique du nord
1762,1343,"Sites culturels d’Al Aïn (Hafit, Hili, Bidaa Bint Saud et les oasis)",2011,55.8063888889,24.0677777778,4945.4500,Cultural,Émirats arabes unis,États arabes
2178,369,Chaussée des Géants et sa côte,1986,-6.4852777780,55.2500000000,239.4050,Natural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1634,370,Cathédrale et château de Durham,1986,-1.5761111110,54.7747222200,8.7900,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
425,371,Gorge d'Ironbridge,1986,-2.4727777780,52.6263888900,0.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1930,372,Parc de Studley Royal avec les ruines de l'abbaye de Fountains,1986,-1.5730555560,54.1161111100,309.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1633,373,"Stonehenge, Avebury et sites associés",1986,-1.8252777780,51.1788888900,4985.4000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
429,374,Châteaux forts et enceintes du roi Édouard Ier dans l'ancienne principauté de Gwynedd,1986,-4.2769444440,53.1397222200,6.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
2202,387,Île de St Kilda,1986,-8.5766666670,57.8172222200,24201.4004,Mixed,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
492,425,Palais de Blenheim,1987,-1.3613888890,51.8419444400,0.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1635,426,Palais de Westminster et l'abbaye de Westminster incluant l'église Sainte-Marguerite,1987,-0.1286111110,51.4997222200,10.2600,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
495,428,Ville de Bath,1987,-2.3586111110,51.3813888900,2900.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
497,429,New Lanark,2001,-3.7830555560,55.6633333300,146.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
566,487,Île d'Henderson,1988,-128.3333333330,-24.3666666667,3700.0000,Natural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
567,488,Tour de Londres,1988,-0.0761111110,51.5080555600,0.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
578,496,"Cathédrale, abbaye Saint-Augustin et église Saint-Martin à Cantorbéry",1988,1.0833333330,51.2800000000,18.1700,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
2125,514,Coeur néolithique des Orcades,1999,-3.1886666670,58.9960555600,15.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
860,728,Vieille ville et Nouvelle ville d'Edimbourg,1995,-3.2166666670,55.9500000000,0.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
874,740,Îles de Gough et Inaccessible,1995,-9.9286111110,-40.3247222200,7900.0000,Natural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
939,795,Maritime Greenwich,1997,0.0000000000,51.4777777800,109.5000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1147,983,"Ville historique de St George et les fortifications associées, aux Bermudes",2000,-64.6777777800,32.3794444400,257.5000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1148,984,Paysage industriel de Blaenavon,2000,-3.0880555560,51.7763888900,3290.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1201,1028,Saltaire,2001,-1.7883333330,53.8391666700,20.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1202,1029,Littoral du Dorset et de l'est du Devon,2001,-2.9898888890,50.7055555600,2550.0000,Natural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1203,1030,Usines de la vallée de la Derwent,2001,-1.4880555560,53.0288888900,1228.7000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1262,1084,Jardins botaniques royaux de Kew,2003,-0.2940277780,51.4819444400,132.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1331,1150,Liverpool – Port marchand,2004,-2.9944444440,53.4066666700,136.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1392,1215,Paysage minier des Cornouailles et de l’ouest du Devon,2006,-5.3836111111,50.1361111111,19719.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1583,1303,Pont-canal et canal de Pontcysyllte,2009,-3.0877777778,52.9702777778,105.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
2046,1485,Le pont du Forth	,2015,-3.3888888889,56.0011111111,7.5000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
2087,1500,Ensemble des grottes de Gorham,2016,-5.3420611111,36.1226694444,28.0000,Cultural,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Europe et Amérique du nord
1639,39,Zone de conservation de Ngorongoro,1979,35.5408300000,-3.1872200000,809440.0000,Mixed,République-Unie de Tanzanie,Afrique
159,144,Ruines de Kilwa Kisiwani et de Songo Mnara,1981,39.5227800000,-8.9577800000,0.0000,Cultural,République-Unie de Tanzanie,Afrique
174,156,Parc national de Serengeti,1981,34.5666700000,-2.3333300000,1476300.0000,Natural,République-Unie de Tanzanie,Afrique
192,173,La ville de pierre de Zanzibar,2000,39.1891700000,-6.1630600000,96.0000,Cultural,République-Unie de Tanzanie,Afrique
1924,199,Réserve de gibier de Selous,1982,37.4000000000,-9.0000000000,5120000.0000,Natural,République-Unie de Tanzanie,Afrique
466,403,Parc national du Kilimandjaro,1987,37.3666700000,-3.0666700000,75575.0000,Natural,République-Unie de Tanzanie,Afrique
1449,1183,Sites d’art rupestre de Kondoa,2006,35.8338888888,-4.7244444444,233600.0000,Cultural,République-Unie de Tanzanie,Afrique
30,27,Parc national de Mesa Verde,1978,-108.4855556000,37.2616666700,21043.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
31,28,Parc national de Yellowstone,1978,-110.8277800000,44.4605600000,898349.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
81,75,Parc national du Grand Canyon,1979,-112.0905556000,36.1008333300,493270.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
82,76,Parc national des Everglades,1979,-80.9963888900,25.5544444400,567017.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
84,78,Independence Hall,1979,-75.1500000000,39.9486111100,2.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
147,134,Parcs d'État et national Redwood,1980,-123.9980556000,41.3738888900,56883.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
168,150,Parc national de Mammoth Cave,1981,-86.1030555600,37.1872222200,21191.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
169,151,Parc national Olympique,1981,-123.4488889000,47.7483333300,,Natural,États-Unis d'Amérique,Europe et Amérique du nord
2191,198,Site historique d'Etat des Cahokia Mounds,1982,-90.0613888900,38.6586111100,541.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
289,259,Parc national des Great Smoky Mountains,1983,-83.4355555600,35.5930555600,209000.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
2192,266,La Fortaleza et le site historique national de San Juan à Porto Rico ,1983,-66.1250000000,18.4666666700,33.3900,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
346,307,Statue de la Liberté,1984,-74.0447222200,40.6894444400,5.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
347,308,Parc national de Yosemite,1984,-119.5966667000,37.7461111100,308283.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
405,353,La culture chaco,1987,-107.9708333000,36.0637777800,0.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
472,409,Parc national des volcans d'Hawaï,1987,-155.1236111000,19.4008333300,87940.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
2126,442,Monticello et Université de Virginie à Charlottesville,1987,-78.5038888900,38.0327777800,795.9600,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
573,492,Taos Pueblo,1992,-105.5416700000,36.4388900000,19.0100,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
852,721,Parc national des grottes de Carlsbad,1995,-104.3833333000,32.1666666700,18926.0000,Natural,États-Unis d'Amérique,Europe et Amérique du nord
1672,1326,Papahānaumokuākea,2010,-170.1458200000,25.3490700000,36207499.0000,Mixed,États-Unis d'Amérique,Europe et Amérique du nord
1978,1435,Tertres monumentaux de Poverty Point	,2014,-91.4063888889,32.6369444444,163.0000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
2027,1466,Missions de San Antonio,2015,-98.4600000000,29.3280555556,300.8000,Cultural,États-Unis d'Amérique,Europe et Amérique du nord
881,747,Quartier historique de la ville de Colonia del Sacramento,1995,-57.8533333300,-34.4677777800,16.0000,Cultural,Uruguay,Amérique latine et Caraïbes
2025,1464,Paysage industriel de Fray Bentos,2015,-58.3316666667,-33.1177777778,273.8000,Cultural,Uruguay,Amérique latine et Caraïbes
638,543,Itchan Kala,1990,60.3638900000,41.3783300000,37.5000,Cultural,Ouzbékistan,Asie et pacifique
2184,602,Centre historique de Boukhara,1993,64.4286100000,39.7747200000,216.0000,Cultural,Ouzbékistan,Asie et pacifique
715,603,Samarkand – carrefour de cultures,2001,67.0000000000,39.6686100000,1123.0000,Cultural,Ouzbékistan,Asie et pacifique
1037,885,Centre historique de Shakhrisyabz,2000,66.8333300000,39.0500000000,240.0000,Cultural,Ouzbékistan,Asie et pacifique
1511,1280,Domaine du chef Roi Mata,2008,168.1777194444,-17.6280694444,886.3100,Cultural,Vanuatu,Asie et pacifique
779,658,Coro et son port,1993,-69.6833333300,11.4000000000,,Cultural,Venezuela (République bolivarienne du),Amérique latine et Caraïbes
829,701,Parc national de Canaima,1994,-61.5000000000,5.3333300000,3000000.0000,Natural,Venezuela (République bolivarienne du),Amérique latine et Caraïbes
1150,986,Ciudad Universitaria de Caracas,2000,-66.8906800000,10.4907300000,164203.0000,Cultural,Venezuela (République bolivarienne du),Amérique latine et Caraïbes
796,672,Baie d'Ha-Long,1994,107.1000000000,20.9000000000,150000.0000,Natural,Viet Nam,Asie et pacifique
802,678,Ensemble de monuments de Huê,1993,107.5777800000,16.4694400000,315.4700,Cultural,Viet Nam,Asie et pacifique
1109,948,Vieille ville de Hoi An,1999,108.3333333000,15.8833333300,30.0000,Cultural,Viet Nam,Asie et pacifique
1110,949,Sanctuaire de Mi-sön,1999,108.5666667000,15.5166666700,142.0000,Cultural,Viet Nam,Asie et pacifique
2059,951,Parc national de Phong Nha - Ke Bang,2003,106.1512500000,17.5372222222,123326.0000,Natural,Viet Nam,Asie et pacifique
1689,1328,Secteur central de la cité impériale de Thang Long-Hanoï,2010,105.8372222222,21.0394444444,18.3950,Cultural,Viet Nam,Asie et pacifique
1775,1358,Citadelle de la dynastie Hô,2011,105.6047222222,20.0780555556,155.5000,Cultural,Viet Nam,Asie et pacifique
2179,1438,Complexe paysager de Trang An,2014,105.8963888889,20.2566666667,6226.0000,Mixed,Viet Nam,Asie et pacifique
213,192,Ancienne ville de Shibam et son mur d'enceinte,1982,48.6266700000,15.9269400000,0.0000,Cultural,Yémen,États arabes
444,385,Vieille ville de Sana'a,1986,44.2080555600,15.3555555600,0.0000,Cultural,Yémen,États arabes
725,611,Ville historique de Zabid,1993,43.3300000000,14.1980600000,0.0000,Cultural,Yémen,États arabes
1548,1263,Archipel de Socotra,2008,53.8333333333,12.5000000000,410460.0000,Natural,Yémen,États arabes
339,302,"Parc national de Mana Pools, aires de safari Sapi et Chewore",1984,29.4080555600,-15.8194444400,676600.0000,Natural,Zimbabwe,Afrique
345,306,Monts Matobo,2003,28.5000000000,-20.5000000000,205000.0000,Cultural,Zimbabwe,Afrique
417,364,Monument national du Grand Zimbabwe,1986,30.9333333300,-20.2833333300,722.0000,Cultural,Zimbabwe,Afrique
418,365,Ruines de Khami,1986,28.3766666700,-20.1583333300,0.0000,Cultural,Zimbabwe,Afrique
2085,1321,"L’Œuvre architecturale de Le Corbusier, une contribution exceptionnelle au Mouvement Moderne",2016,6.8293361111,46.4684138889,98.4838,Cultural,"Argentine,Belgique,France,Allemagne,Inde,Japon,Suisse","Amérique latine et Caraïbes,Europe et Amérique du nord,Asie et pacifique"
2003,1459,"Qhapaq Ñan, réseau de routes andin",2014,-69.5916666667,-18.2500000000,11406.9500,Cultural,"Argentine,Bolivie (État plurinational de),Chili,Colombie,Équateur,Pérou",Amérique latine et Caraïbes
326,275,"Missions jésuites des Guaranis : San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto et Santa Maria Mayor (Argentine), ruines de Sao Miguel das Missoes (Brésil)",1983,-54.2658333300,-28.5433333300,0.0000,Cultural,"Argentine,Brésil",Amérique latine et Caraïbes
1782,1363,Sites palafittiques préhistoriques autour des Alpes,2011,8.2075000000,47.2783333333,274.2000,Cultural,"Autriche,France,Allemagne,Italie,Slovénie,Suisse",Europe et Amérique du nord
913,772,Paysage culturel de Fertö / Neusiedlersee,2001,16.7227222200,47.7192777800,68369.0000,Cultural,"Autriche,Hongrie",Europe et Amérique du nord
1364,1187,Arc géodésique de Struve,2005,26.3377777777,59.0577777778,0.0000,Cultural,"Bélarus,Estonie,Finlande,Lettonie,Lituanie,Norvège,République de Moldova,Fédération de Russie,Suède,Ukraine",Europe et Amérique du nord
2005,33,Forêt Bialowieza,1979,23.9811111111,52.7275000000,,Natural,"Bélarus,Pologne",Europe et Amérique du nord
1100,943,Beffrois de Belgique et de France,1999,3.2313900000,50.1744400000,0.0000,Cultural,"Belgique,France",Europe et Amérique du nord
2094,1504,Cimetières de tombes médiévales stećci,2016,17.9240527778,43.0922138889,49.1500,Cultural,"Bosnie-Herzégovine,Croatie,Serbie,Monténégro",Europe et Amérique du nord
1920,1380,Trinational de la Sangha,2012,16.5541666667,2.6094444444,746309.0000,Natural,"Cameroun,République centrafricaine,Congo",Afrique
78,72,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,1979,-140.9919722000,61.1975833300,9839121.0000,Natural,"Canada,États-Unis d'Amérique",Europe et Amérique du nord
407,354,Parc international de la paix Waterton-Glacier,1995,-113.9041667000,48.9960555600,457614.0000,Natural,"Canada,États-Unis d'Amérique",Europe et Amérique du nord
1985,1442,Routes de la soie : le réseau de routes du corridor de Chang’an-Tian-shan,2014,108.8572222222,34.3044444444,42668.1600,Cultural,"Chine,Kazakhstan,Kirghizistan",Asie et pacifique
226,205,Réserves de la cordillère de Talamanca-La Amistad / Parc national La Amistad,1983,-82.9388055600,9.4070833330,570045.0000,Natural,"Costa Rica,Panama",Amérique latine et Caraïbes
173,155,Réserve naturelle intégrale du mont Nimba,1981,-8.3909700000,7.6031800000,18000.0000,Natural,"Côte d'Ivoire,Guinée",Afrique
1967,1314,La mer des Wadden ,2009,8.5561111111,53.5286111111,,Natural,"Danemark,Allemagne,Pays-Bas",Europe et Amérique du nord
1050,898,Haute Côte / Archipel de Kvarken,2000,21.3000000000,63.3000000000,336900.0000,Natural,"Finlande,Suède",Europe et Amérique du nord
915,773,Pyrénées - Mont Perdu,1997,-0.0005000000,42.6854200000,30639.0000,Mixed,"France,Espagne",Europe et Amérique du nord
1403,1226,Cercles mégalithiques de Sénégambie,2006,-15.5225000000,13.6911111111,9.8500,Cultural,"Gambie (la),Sénégal",Afrique
1307,1127,Parc de Muskau / Parc Mużakowski,2004,14.7264444400,51.5793055600,348.0000,Cultural,"Allemagne,Pologne",Europe et Amérique du nord
1777,1133,Forêts primaires de hêtres des Carpates et forêts anciennes de hêtres d’Allemagne,2007,22.5361111111,49.0861111111,33670.2000,Natural,"Allemagne,Slovaquie,Ukraine",Europe et Amérique du nord
1539,430,Frontières de l’Empire romain,1987,-2.6010000000,54.9926111111,526.9000,Cultural,"Allemagne,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe et Amérique du nord
2114,91,"Centre historique de Rome, les biens du Saint-Siège situés dans cette ville bénéficiant des droits d'extra-territorialité et Saint-Paul-hors-les-Murs",1980,12.4923055600,41.8902222200,1430.8000,Cultural,"Saint-Siège,Italie",Europe et Amérique du nord
1624,725,Grottes du karst d'Aggtelek et du karst de Slovaquie,1995,20.4868700000,48.4757300000,56650.5700,Natural,"Hongrie,Slovaquie",Europe et Amérique du nord
1643,1090,Monte San Giorgio,2003,8.9138888889,45.8888888889,1089.3400,Natural,"Italie,Suisse",Europe et Amérique du nord
1503,1276,Chemin de fer rhétique dans les paysages de l’Albula et de la Bernina,2008,9.8463888889,46.4983333333,152.4200,Cultural,"Italie,Suisse",Europe et Amérique du nord
2079,1490,Tien Shan occidental,2016,68.6788888889,43.7183333333,,Natural,"Kazakhstan,Kirghizistan,Ouzbékistan",Asie et pacifique
1885,985,Parc Maloti-Drakensberg,2000,29.1230555556,-29.7652777778,249313.0000,Mixed,"Lesotho,Afrique du Sud",Afrique
1158,994,Isthme de Courlande,2000,20.9623900000,55.2745800000,33021.0000,Cultural,"Lituanie,Fédération de Russie",Europe et Amérique du nord
909,769,Bassin d’Ubs Nuur,2003,92.7197222200,50.2750000000,898063.5000,Natural,"Mongolie,Fédération de Russie","Asie et pacifique,Europe et Amérique du nord"
1894,1424,<em>Tserkvas</em> en bois de la région des Carpates en Pologne et en Ukraine,2013,21.0322222222,49.5338888889,7.0300,Cultural,"Pologne,Ukraine",Europe et Amérique du nord
1642,866,Sites d’art rupestre préhistorique de la vallée de Côa et de Siega Verde,1998,-6.6611111111,40.6975000000,,Cultural,"Portugal,Espagne",Europe et Amérique du nord
1841,1313,Patrimoine du mercure. Almadén et Idrija,2012,-4.8388888889,38.7752777778,104.1000,Cultural,"Slovénie,Espagne",Europe et Amérique du nord
593,509,Mosi-oa-Tunya / Chutes Victoria,1989,25.8553900000,-17.9245300000,6860.0000,Natural,"Zambie,Zimbabwe",Afrique
